,Date,Open,High,Low,Close,Adj Close,Volume
358,"Oct 30, 2024",232.61,233.47,229.55,230.1,228.6,47070900.0
359,"Oct 29, 2024",233.1,234.33,232.32,233.67,232.15,35417200.0
360,"Oct 28, 2024",233.32,234.73,232.55,233.4,231.88,36087100.0
361,"Oct 25, 2024",229.74,233.22,229.57,231.41,229.9,38802300.0
362,"Oct 24, 2024",229.98,230.82,228.41,230.57,229.07,31109500.0
363,"Oct 23, 2024",234.08,235.14,227.76,230.76,229.25,52287000.0
364,"Oct 22, 2024",233.89,236.22,232.6,235.86,234.32,38846600.0
365,"Oct 21, 2024",234.45,236.85,234.45,236.48,234.94,36254500.0
366,"Oct 18, 2024",236.18,236.18,234.01,235.0,233.47,46431500.0
367,"Oct 17, 2024",233.43,233.85,230.52,232.15,230.63,32993800.0
368,"Oct 16, 2024",231.6,232.12,229.84,231.78,230.27,34082200.0
369,"Oct 15, 2024",233.61,237.49,232.37,233.85,232.32,64751400.0
370,"Oct 14, 2024",228.7,231.73,228.6,231.3,229.79,39882100.0
371,"Oct 11, 2024",229.3,229.41,227.34,227.55,226.07,31759200.0
372,"Oct 10, 2024",227.78,229.5,227.17,229.04,227.55,28183500.0
373,"Oct 9, 2024",225.23,229.75,224.83,229.54,228.04,33591100.0
374,"Oct 8, 2024",224.3,225.98,223.25,225.77,224.3,31855700.0
375,"Oct 7, 2024",224.5,225.69,221.33,221.69,220.24,39505400.0
376,"Oct 4, 2024",227.9,228.0,224.13,226.8,225.32,37245100.0
377,"Oct 3, 2024",225.14,226.81,223.32,225.67,224.2,34044200.0
378,"Oct 2, 2024",225.89,227.37,223.02,226.78,225.3,32880600.0
379,"Oct 1, 2024",229.52,229.65,223.74,226.21,224.73,63285000.0
380,"Sep 30, 2024",230.04,233.0,229.65,233.0,231.48,54541900.0
381,"Sep 27, 2024",228.46,229.52,227.3,227.79,226.3,34026000.0
382,"Sep 26, 2024",227.3,228.5,225.41,227.52,226.04,36636700.0
383,"Sep 25, 2024",224.93,227.29,224.02,226.37,224.89,42308700.0
384,"Sep 24, 2024",228.65,229.35,225.73,227.37,225.89,43556100.0
385,"Sep 23, 2024",227.34,229.45,225.81,226.47,224.99,54146000.0
386,"Sep 20, 2024",229.97,233.09,227.62,228.2,226.71,318679900.0
387,"Sep 19, 2024",224.99,229.82,224.63,228.87,227.38,66781300.0
388,"Sep 18, 2024",217.55,222.71,217.54,220.69,219.25,59894900.0
389,"Sep 17, 2024",215.75,216.9,214.5,216.79,215.38,45519300.0
390,"Sep 16, 2024",216.54,217.22,213.92,216.32,214.91,59357400.0
391,"Sep 13, 2024",223.58,224.04,221.91,222.5,221.05,36766600.0
392,"Sep 12, 2024",222.5,223.55,219.82,222.77,221.32,37455600.0
393,"Sep 11, 2024",221.46,223.09,217.89,222.66,221.21,44587100.0
394,"Sep 10, 2024",218.92,221.48,216.73,220.11,218.67,51591000.0
395,"Sep 9, 2024",220.82,221.27,216.71,220.91,219.47,67180000.0
396,"Sep 6, 2024",223.95,225.24,219.77,220.82,219.38,48423000.0
397,"Sep 5, 2024",221.63,225.48,221.52,222.38,220.93,36615400.0
398,"Sep 4, 2024",221.66,221.78,217.48,220.85,219.41,43840200.0
399,"Sep 3, 2024",228.55,229.0,221.17,222.77,221.32,50190600.0
400,"Aug 30, 2024",230.19,230.4,227.48,229.0,227.51,52990800.0
401,"Aug 29, 2024",230.1,232.92,228.88,229.79,228.29,51906300.0
402,"Aug 28, 2024",227.92,229.86,225.68,226.49,225.01,38052200.0
403,"Aug 27, 2024",226.0,228.85,224.89,228.03,226.54,35934600.0
404,"Aug 26, 2024",226.76,227.28,223.89,227.18,225.7,30602200.0
405,"Aug 23, 2024",225.66,228.22,224.33,226.84,225.36,38677300.0
406,"Aug 22, 2024",227.79,228.34,223.9,224.53,223.06,43695300.0
407,"Aug 21, 2024",226.52,227.98,225.05,226.4,224.92,34765500.0
408,"Aug 20, 2024",225.77,227.17,225.45,226.51,225.03,30299000.0
409,"Aug 19, 2024",225.72,225.99,223.04,225.89,224.42,40687800.0
410,"Aug 16, 2024",223.92,226.83,223.65,226.05,224.57,44340200.0
411,"Aug 15, 2024",224.6,225.35,222.76,224.72,223.25,46414000.0
412,"Aug 14, 2024",220.57,223.03,219.7,221.72,220.27,41960600.0
413,"Aug 13, 2024",219.01,221.89,219.01,221.27,219.83,44155300.0
414,"Aug 12, 2024",216.07,219.51,215.6,217.53,216.11,38028100.0
415,"Aug 9, 2024",212.1,216.78,211.97,216.24,214.58,42201600.0
416,"Aug 8, 2024",213.11,214.2,208.83,213.31,211.67,47161100.0
417,"Aug 7, 2024",206.9,213.64,206.39,209.82,208.21,63516400.0
418,"Aug 6, 2024",205.3,209.99,201.07,207.23,205.64,69660500.0
419,"Aug 5, 2024",199.09,213.5,196.0,209.27,207.66,119548600.0
420,"Aug 2, 2024",219.15,225.6,217.71,219.86,218.17,105568600.0
421,"Aug 1, 2024",224.37,224.48,217.02,218.36,216.68,62501000.0
422,"Jul 31, 2024",221.44,223.82,220.63,222.08,220.38,50036300.0
423,"Jul 30, 2024",219.19,220.33,216.12,218.8,217.12,41643800.0
424,"Jul 29, 2024",216.96,219.3,215.75,218.24,216.57,36311800.0
425,"Jul 26, 2024",218.7,219.49,216.01,217.96,216.29,41601300.0
426,"Jul 25, 2024",218.93,220.85,214.62,217.49,215.82,51391200.0
427,"Jul 24, 2024",224.0,224.8,217.13,218.54,216.86,61777600.0
428,"Jul 23, 2024",224.37,226.94,222.68,225.01,223.28,39960300.0
429,"Jul 22, 2024",227.01,227.78,223.09,223.96,222.24,48201800.0
430,"Jul 19, 2024",224.82,226.8,223.28,224.31,222.59,49151500.0
431,"Jul 18, 2024",230.28,230.44,222.27,224.18,222.46,66034600.0
432,"Jul 17, 2024",229.45,231.46,226.64,228.88,227.12,57345900.0
433,"Jul 16, 2024",235.0,236.27,232.33,234.82,233.02,43234300.0
434,"Jul 15, 2024",236.48,237.23,233.09,234.4,232.6,62631300.0
435,"Jul 12, 2024",228.92,232.64,228.68,230.54,228.77,53046500.0
436,"Jul 11, 2024",231.39,232.39,225.77,227.57,225.82,64710600.0
437,"Jul 10, 2024",229.3,233.08,229.25,232.98,231.19,62627700.0
438,"Jul 9, 2024",227.93,229.4,226.37,228.68,226.92,48076100.0
439,"Jul 8, 2024",227.09,227.85,223.25,227.82,226.07,59085900.0
440,"Jul 5, 2024",221.65,226.45,221.65,226.34,224.6,60412400.0
441,"Jul 3, 2024",220.0,221.55,219.03,221.55,219.85,37369800.0
442,"Jul 2, 2024",216.15,220.38,215.1,220.27,218.58,58046200.0
443,"Jul 1, 2024",212.09,217.51,211.92,216.75,215.09,60402900.0
444,"Jun 28, 2024",215.77,216.07,210.3,210.62,209.0,82542700.0
445,"Jun 27, 2024",214.69,215.74,212.35,214.1,212.46,49772700.0
446,"Jun 26, 2024",211.5,214.86,210.64,213.25,211.61,66213200.0
447,"Jun 25, 2024",209.15,211.38,208.61,209.07,207.47,55549700.0
448,"Jun 24, 2024",207.72,212.7,206.59,208.14,206.54,80727000.0
449,"Jun 21, 2024",210.39,211.89,207.11,207.49,205.9,241805100.0
450,"Jun 20, 2024",213.93,214.24,208.85,209.68,208.07,86172500.0
451,"Jun 18, 2024",217.59,218.63,213.0,214.29,212.65,79943300.0
452,"Jun 17, 2024",213.37,218.95,212.72,216.67,215.01,93728300.0
453,"Jun 14, 2024",213.85,215.17,211.3,212.49,210.86,70122700.0
454,"Jun 13, 2024",214.74,216.75,211.6,214.24,212.6,97862700.0
455,"Jun 12, 2024",207.37,220.2,206.9,213.07,211.43,198134300.0
456,"Jun 11, 2024",193.65,207.16,193.63,207.15,205.56,172373300.0
457,"Jun 10, 2024",196.9,197.3,192.15,193.12,191.64,97010200.0
458,"Jun 7, 2024",194.65,196.94,194.14,196.89,195.38,53103900.0
459,"Jun 6, 2024",195.69,196.5,194.17,194.48,192.99,41181800.0
460,"Jun 5, 2024",195.4,196.9,194.87,195.87,194.37,54156800.0
461,"Jun 4, 2024",194.64,195.32,193.03,194.35,192.86,47471400.0
462,"Jun 3, 2024",192.9,194.99,192.52,194.03,192.54,50080500.0
463,"May 31, 2024",191.44,192.57,189.91,192.25,190.77,75158300.0
464,"May 30, 2024",190.76,192.18,190.63,191.29,189.82,49889100.0
465,"May 29, 2024",189.61,192.25,189.51,190.29,188.83,53068000.0
466,"May 28, 2024",191.51,193.0,189.1,189.99,188.53,52280100.0
467,"May 24, 2024",188.82,190.58,188.04,189.98,188.52,36327000.0
468,"May 23, 2024",190.98,191.0,186.63,186.88,185.45,51005900.0
469,"May 22, 2024",192.27,192.82,190.27,190.9,189.43,34648500.0
470,"May 21, 2024",191.09,192.73,190.92,192.35,190.87,42309400.0
471,"May 20, 2024",189.33,191.92,189.01,191.04,189.57,44361300.0
472,"May 17, 2024",189.51,190.81,189.18,189.87,188.41,41282900.0
473,"May 16, 2024",190.47,191.1,189.66,189.84,188.38,52845200.0
474,"May 15, 2024",187.91,190.65,187.37,189.72,188.26,70400000.0
475,"May 14, 2024",187.51,188.3,186.29,187.43,185.99,52393600.0
476,"May 13, 2024",185.44,187.1,184.62,186.28,184.85,72044800.0
477,"May 10, 2024",184.9,185.09,182.13,183.05,181.65,50759500.0
478,"May 9, 2024",182.56,184.66,182.11,184.57,182.91,48983000.0
479,"May 8, 2024",182.85,183.07,181.45,182.74,181.09,45057100.0
480,"May 7, 2024",183.45,184.9,181.32,182.4,180.75,77305800.0
481,"May 6, 2024",182.35,184.2,180.42,181.71,180.07,78569700.0
482,"May 3, 2024",186.65,187.0,182.66,183.38,181.73,163224100.0
483,"May 2, 2024",172.51,173.42,170.89,173.03,171.47,94214900.0
484,"May 1, 2024",169.58,172.71,169.11,169.3,167.77,50383100.0
485,"Apr 30, 2024",173.33,174.99,170.0,170.33,168.79,65934800.0
486,"Apr 29, 2024",173.37,176.03,173.1,173.5,171.94,68169400.0
487,"Apr 26, 2024",169.88,171.34,169.18,169.3,167.77,44838400.0
488,"Apr 25, 2024",169.53,170.61,168.15,169.89,168.36,50558300.0
489,"Apr 24, 2024",166.54,169.3,166.21,169.02,167.5,48251800.0
490,"Apr 23, 2024",165.35,167.05,164.92,166.9,165.39,49537800.0
491,"Apr 22, 2024",165.52,167.26,164.77,165.84,164.34,48116400.0
492,"Apr 19, 2024",166.21,166.4,164.08,165.0,163.51,68149400.0
493,"Apr 18, 2024",168.03,168.64,166.55,167.04,165.53,43122900.0
494,"Apr 17, 2024",169.61,170.65,168.0,168.0,166.48,50901200.0
495,"Apr 16, 2024",171.75,173.76,168.27,169.38,167.85,73711200.0
496,"Apr 15, 2024",175.36,176.63,172.5,172.69,171.13,73531800.0
497,"Apr 12, 2024",174.26,178.36,174.21,176.55,174.96,101670900.0
498,"Apr 11, 2024",168.34,175.46,168.16,175.04,173.46,91070300.0
499,"Apr 10, 2024",168.8,169.09,167.11,167.78,166.27,49709300.0
500,"Apr 9, 2024",168.7,170.08,168.35,169.67,168.14,42373800.0
501,"Apr 8, 2024",169.03,169.2,168.24,168.45,166.93,37425500.0
502,"Apr 5, 2024",169.59,170.39,168.95,169.58,168.05,42104800.0
503,"Apr 4, 2024",170.29,171.92,168.82,168.82,167.3,53704400.0
504,"Apr 3, 2024",168.79,170.68,168.58,169.65,168.12,47691700.0
505,"Apr 2, 2024",169.08,169.34,168.23,168.84,167.32,49329500.0
506,"Apr 1, 2024",171.19,171.25,169.48,170.03,168.5,46240500.0
507,"Mar 28, 2024",171.75,172.23,170.51,171.48,169.93,65672700.0
508,"Mar 27, 2024",170.41,173.6,170.11,173.31,171.75,60273300.0
509,"Mar 26, 2024",170.0,171.42,169.58,169.71,168.18,57388400.0
510,"Mar 25, 2024",170.57,171.94,169.45,170.85,169.31,54288300.0
511,"Mar 22, 2024",171.76,173.05,170.06,172.28,170.73,71160100.0
512,"Mar 21, 2024",177.05,177.49,170.84,171.37,169.82,106181300.0
513,"Mar 20, 2024",175.72,178.67,175.09,178.67,177.06,53423100.0
514,"Mar 19, 2024",174.34,176.61,173.03,176.08,174.49,55215200.0
515,"Mar 18, 2024",175.57,177.71,173.52,173.72,172.15,75604200.0
516,"Mar 15, 2024",171.17,172.62,170.29,172.62,171.06,121752700.0
517,"Mar 14, 2024",172.91,174.31,172.05,173.0,171.44,72913500.0
518,"Mar 13, 2024",172.77,173.19,170.76,171.13,169.59,52488700.0
519,"Mar 12, 2024",173.15,174.03,171.01,173.23,171.67,59825400.0
520,"Mar 11, 2024",172.94,174.38,172.05,172.75,171.19,60139500.0
521,"Mar 8, 2024",169.0,173.7,168.94,170.73,169.19,76267000.0
522,"Mar 7, 2024",169.15,170.73,168.49,169.0,167.48,71765100.0
523,"Mar 6, 2024",171.06,171.24,168.68,169.12,167.59,68587700.0
524,"Mar 5, 2024",170.76,172.04,169.62,170.12,168.59,95132400.0
525,"Mar 4, 2024",176.15,176.9,173.79,175.1,173.52,81510100.0
526,"Mar 1, 2024",179.55,180.53,177.38,179.66,178.04,73563100.0
527,"Feb 29, 2024",181.27,182.57,179.53,180.75,179.12,136682600.0
528,"Feb 28, 2024",182.51,183.12,180.13,181.42,179.78,48953900.0
529,"Feb 27, 2024",181.1,183.92,179.56,182.63,180.98,54318900.0
530,"Feb 26, 2024",182.24,182.76,180.65,181.16,179.53,40867400.0
531,"Feb 23, 2024",185.01,185.04,182.23,182.52,180.87,45119700.0
532,"Feb 22, 2024",183.48,184.96,182.46,184.37,182.71,52292200.0
533,"Feb 21, 2024",181.94,182.89,180.66,182.32,180.68,41371400.0
534,"Feb 20, 2024",181.79,182.43,180.0,181.56,179.92,53665600.0
535,"Feb 16, 2024",183.42,184.85,181.67,182.31,180.67,49752500.0
536,"Feb 15, 2024",183.55,184.49,181.35,183.86,182.2,65434500.0
537,"Feb 14, 2024",185.32,185.53,182.44,184.15,182.49,54630500.0
538,"Feb 13, 2024",185.77,186.21,183.51,185.04,183.37,56529500.0
539,"Feb 12, 2024",188.42,188.67,186.79,187.15,185.46,41781900.0
540,"Feb 9, 2024",188.65,189.99,188.0,188.85,187.15,45155200.0
541,"Feb 8, 2024",189.39,189.54,187.35,188.32,186.38,40962000.0
542,"Feb 7, 2024",190.64,191.05,188.61,189.41,187.46,53439000.0
543,"Feb 6, 2024",186.86,189.31,186.77,189.3,187.35,43490800.0
544,"Feb 5, 2024",188.15,189.25,185.84,187.68,185.75,69668800.0
545,"Feb 2, 2024",179.86,187.33,179.25,185.85,183.94,102551700.0
546,"Feb 1, 2024",183.99,186.95,183.82,186.86,184.94,64885400.0
547,"Jan 31, 2024",187.04,187.1,184.35,184.4,182.5,55467800.0
548,"Jan 30, 2024",190.94,191.8,187.47,188.04,186.11,55859400.0
549,"Jan 29, 2024",192.01,192.2,189.58,191.73,189.76,47145600.0
550,"Jan 26, 2024",194.27,194.76,191.94,192.42,190.44,44594000.0
551,"Jan 25, 2024",195.22,196.27,193.11,194.17,192.17,54822100.0
552,"Jan 24, 2024",195.42,196.38,194.34,194.5,192.5,53631300.0
553,"Jan 23, 2024",195.02,195.75,193.83,195.18,193.17,42355600.0
554,"Jan 22, 2024",192.3,195.33,192.26,193.89,191.9,60133900.0
555,"Jan 19, 2024",189.33,191.95,188.82,191.56,189.59,68903000.0
556,"Jan 18, 2024",186.09,189.14,185.83,188.63,186.69,78005800.0
557,"Jan 17, 2024",181.27,182.93,180.3,182.68,180.8,47317400.0
558,"Jan 16, 2024",182.16,184.26,180.93,183.63,181.74,65603000.0
559,"Jan 12, 2024",186.06,186.74,185.19,185.92,184.01,40477800.0
560,"Jan 11, 2024",186.54,187.05,183.62,185.59,183.68,49128400.0
561,"Jan 10, 2024",184.35,186.4,183.92,186.19,184.28,46792900.0
562,"Jan 9, 2024",183.92,185.15,182.73,185.14,183.24,42841800.0
563,"Jan 8, 2024",182.09,185.6,181.5,185.56,183.65,59144500.0
564,"Jan 5, 2024",181.99,182.76,180.17,181.18,179.32,62379700.0
565,"Jan 4, 2024",182.15,183.09,180.88,181.91,180.04,71983600.0
566,"Jan 3, 2024",184.22,185.88,183.43,184.25,182.36,58414500.0
567,"Jan 2, 2024",187.15,188.44,183.89,185.64,183.73,82488700.0
568,"Dec 29, 2023",193.9,194.4,191.73,192.53,190.55,42672100.0
569,"Dec 28, 2023",194.14,194.66,193.17,193.58,191.59,34049900.0
570,"Dec 27, 2023",192.49,193.5,191.09,193.15,191.16,48087700.0
571,"Dec 26, 2023",193.61,193.89,192.83,193.05,191.07,28919300.0
572,"Dec 22, 2023",195.18,195.41,192.97,193.6,191.61,37149600.0
573,"Dec 21, 2023",196.1,197.08,193.5,194.68,192.68,46482500.0
574,"Dec 20, 2023",196.9,197.68,194.83,194.83,192.83,52242800.0
575,"Dec 19, 2023",196.16,196.95,195.89,196.94,194.92,40714100.0
576,"Dec 18, 2023",196.09,196.63,194.39,195.89,193.88,55751900.0
577,"Dec 15, 2023",197.53,198.4,197.0,197.57,195.54,128538400.0
578,"Dec 14, 2023",198.02,199.62,196.16,198.11,196.07,66831600.0
579,"Dec 13, 2023",195.09,198.0,194.85,197.96,195.92,70404200.0
580,"Dec 12, 2023",193.08,194.72,191.72,194.71,192.71,52696900.0
581,"Dec 11, 2023",193.11,193.49,191.42,193.18,191.19,60943700.0
582,"Dec 8, 2023",194.2,195.99,193.67,195.71,193.7,53406400.0
583,"Dec 7, 2023",193.63,195.0,193.59,194.27,192.27,47477700.0
584,"Dec 6, 2023",194.45,194.76,192.11,192.32,190.34,41089700.0
585,"Dec 5, 2023",190.21,194.4,190.18,193.42,191.43,66628400.0
586,"Dec 4, 2023",189.98,190.05,187.45,189.43,187.48,43389500.0
587,"Dec 1, 2023",190.33,191.56,189.23,191.24,189.27,45704800.0
588,"Nov 30, 2023",189.84,190.32,188.19,189.95,188.0,48794400.0
589,"Nov 29, 2023",190.9,192.09,188.97,189.37,187.42,43014200.0
590,"Nov 28, 2023",189.78,191.08,189.4,190.4,188.44,38415400.0
591,"Nov 27, 2023",189.92,190.67,188.9,189.79,187.84,40552600.0
592,"Nov 24, 2023",190.87,190.9,189.25,189.97,188.02,24048300.0
593,"Nov 22, 2023",191.49,192.93,190.83,191.31,189.34,39617700.0
594,"Nov 21, 2023",191.41,191.52,189.74,190.64,188.68,38134500.0
595,"Nov 20, 2023",189.89,191.91,189.88,191.45,189.48,46505100.0
596,"Nov 17, 2023",190.25,190.38,188.57,189.69,187.74,50922700.0
597,"Nov 16, 2023",189.57,190.96,188.65,189.71,187.76,54412900.0
598,"Nov 15, 2023",187.85,189.5,187.78,188.01,186.08,53790500.0
599,"Nov 14, 2023",187.7,188.11,186.3,187.44,185.51,60108400.0
600,"Nov 13, 2023",185.82,186.03,184.21,184.8,182.9,43627500.0
601,"Nov 10, 2023",183.97,186.57,183.53,186.4,184.48,66133400.0
602,"Nov 9, 2023",182.96,184.12,181.81,182.41,180.3,53763500.0
603,"Nov 8, 2023",182.35,183.45,181.59,182.89,180.77,49340300.0
604,"Nov 7, 2023",179.18,182.44,178.97,181.82,179.71,70530000.0
605,"Nov 6, 2023",176.38,179.43,176.21,179.23,177.15,63841300.0
606,"Nov 3, 2023",174.24,176.82,173.35,176.65,174.6,79829200.0
607,"Nov 2, 2023",175.52,177.78,175.46,177.57,175.51,77334800.0
608,"Nov 1, 2023",171.0,174.23,170.12,173.97,171.95,56934900.0
609,"Oct 31, 2023",169.35,170.9,167.9,170.77,168.79,44846000.0
610,"Oct 30, 2023",169.02,171.17,168.87,170.29,168.32,51131000.0
611,"Oct 27, 2023",166.91,168.96,166.83,168.22,166.27,58499100.0
612,"Oct 26, 2023",170.37,171.38,165.67,166.89,164.96,70625300.0
613,"Oct 25, 2023",171.88,173.06,170.65,171.1,169.12,57157000.0
614,"Oct 24, 2023",173.05,173.67,171.45,173.44,171.43,43816600.0
615,"Oct 23, 2023",170.91,174.01,169.93,173.0,171.0,55980100.0
616,"Oct 20, 2023",175.31,175.42,172.64,172.88,170.88,64244000.0
617,"Oct 19, 2023",176.04,177.84,175.19,175.46,173.43,59302900.0
618,"Oct 18, 2023",175.58,177.58,175.11,175.84,173.8,54764400.0
619,"Oct 17, 2023",176.65,178.42,174.8,177.15,175.1,57549400.0
620,"Oct 16, 2023",176.75,179.08,176.51,178.72,176.65,52517000.0
621,"Oct 13, 2023",181.42,181.93,178.14,178.85,176.78,51427100.0
622,"Oct 12, 2023",180.07,182.34,179.04,180.71,178.62,56743100.0
623,"Oct 11, 2023",178.2,179.85,177.6,179.8,177.72,47551100.0
624,"Oct 10, 2023",178.1,179.72,177.95,178.39,176.32,43698000.0
625,"Oct 9, 2023",176.81,179.05,175.8,178.99,176.92,42390800.0
626,"Oct 6, 2023",173.8,177.99,173.18,177.49,175.43,57266700.0
627,"Oct 5, 2023",173.79,175.45,172.68,174.91,172.88,48527900.0
628,"Oct 4, 2023",171.09,174.21,170.97,173.66,171.65,53020300.0
629,"Oct 3, 2023",172.26,173.63,170.82,172.4,170.4,49594600.0
630,"Oct 2, 2023",171.22,174.3,170.93,173.75,171.74,52164500.0
631,"Sep 29, 2023",172.02,173.07,170.34,171.21,169.23,51861100.0
632,"Sep 28, 2023",169.34,172.03,167.62,170.69,168.71,56294400.0
633,"Sep 27, 2023",172.62,173.04,169.05,170.43,168.46,66921800.0
634,"Sep 26, 2023",174.82,175.2,171.66,171.96,169.97,64588900.0
635,"Sep 25, 2023",174.2,176.97,174.15,176.08,174.04,46172700.0
636,"Sep 22, 2023",174.67,177.08,174.05,174.79,172.77,56725400.0
637,"Sep 21, 2023",174.55,176.3,173.86,173.93,171.92,63149100.0
638,"Sep 20, 2023",179.26,179.7,175.4,175.49,173.46,58436200.0
639,"Sep 19, 2023",177.52,179.63,177.13,179.07,177.0,51826900.0
640,"Sep 18, 2023",176.48,179.38,176.17,177.97,175.91,67257600.0
641,"Sep 15, 2023",176.48,176.5,173.82,175.01,172.98,109259500.0
642,"Sep 14, 2023",174.0,176.1,173.58,175.74,173.7,60895800.0
643,"Sep 13, 2023",176.51,177.3,173.98,174.21,172.19,84267900.0
644,"Sep 12, 2023",179.49,180.13,174.82,176.3,174.26,90370200.0
645,"Sep 11, 2023",180.07,180.3,177.34,179.36,177.28,58953100.0
646,"Sep 8, 2023",178.35,180.24,177.79,178.18,176.12,65551300.0
647,"Sep 7, 2023",175.18,178.21,173.54,177.56,175.5,112488800.0
648,"Sep 6, 2023",188.4,188.85,181.47,182.91,180.79,81755800.0
649,"Sep 5, 2023",188.28,189.98,187.61,189.7,187.5,45280000.0
650,"Sep 1, 2023",189.49,189.92,188.28,189.46,187.27,45766500.0
651,"Aug 31, 2023",187.84,189.12,187.48,187.87,185.69,60794500.0
652,"Aug 30, 2023",184.94,187.85,184.74,187.65,185.48,60813900.0
653,"Aug 29, 2023",179.7,184.9,179.5,184.12,181.99,53003900.0
654,"Aug 28, 2023",180.09,180.59,178.55,180.19,178.1,43820700.0
655,"Aug 25, 2023",177.38,179.15,175.82,178.61,176.54,51449600.0
656,"Aug 24, 2023",180.67,181.1,176.01,176.38,174.34,54945800.0
657,"Aug 23, 2023",178.52,181.55,178.33,181.12,179.02,52722800.0
658,"Aug 22, 2023",177.06,177.68,176.25,177.23,175.18,42038900.0
659,"Aug 21, 2023",175.07,176.13,173.74,175.84,173.8,46311900.0
660,"Aug 18, 2023",172.3,175.1,171.96,174.49,172.47,61172200.0
661,"Aug 17, 2023",177.14,177.51,173.48,174.0,171.98,66062900.0
662,"Aug 16, 2023",177.13,178.54,176.5,176.57,174.52,46964900.0
663,"Aug 15, 2023",178.88,179.48,177.05,177.45,175.39,43622600.0
664,"Aug 14, 2023",177.97,179.69,177.31,179.46,177.38,43675600.0
665,"Aug 11, 2023",177.32,178.62,176.55,177.79,175.73,52036700.0
666,"Aug 10, 2023",179.48,180.75,177.6,177.97,175.67,54686900.0
667,"Aug 9, 2023",180.87,180.93,177.01,178.19,175.89,60378500.0
668,"Aug 8, 2023",179.69,180.27,177.58,179.8,177.48,67823000.0
669,"Aug 7, 2023",182.13,183.13,177.35,178.85,176.54,97576100.0
670,"Aug 4, 2023",185.52,187.38,181.92,181.99,179.64,115956800.0
671,"Aug 3, 2023",191.57,192.37,190.69,191.17,188.7,61235200.0
672,"Aug 2, 2023",195.04,195.18,191.85,192.58,190.09,50389300.0
673,"Aug 1, 2023",196.24,196.73,195.28,195.61,193.08,35175100.0
674,"Jul 31, 2023",196.06,196.49,195.26,196.45,193.91,38824100.0
675,"Jul 28, 2023",194.67,196.63,194.14,195.83,193.3,48291400.0
676,"Jul 27, 2023",196.02,197.2,192.55,193.22,190.72,47460200.0
677,"Jul 26, 2023",193.67,195.64,193.32,194.5,191.99,47471900.0
678,"Jul 25, 2023",193.33,194.44,192.92,193.62,191.12,37283200.0
679,"Jul 24, 2023",193.41,194.91,192.25,192.75,190.26,45377800.0
680,"Jul 21, 2023",194.1,194.97,191.23,191.94,189.46,71951700.0
681,"Jul 20, 2023",195.09,196.47,192.5,193.13,190.64,59581200.0
682,"Jul 19, 2023",193.1,198.23,192.65,195.1,192.58,80507300.0
683,"Jul 18, 2023",193.35,194.33,192.42,193.73,191.23,48288200.0
684,"Jul 17, 2023",191.9,194.32,191.81,193.99,191.48,50520200.0
685,"Jul 14, 2023",190.23,191.18,189.63,190.69,188.23,41616200.0
686,"Jul 13, 2023",190.5,191.19,189.78,190.54,188.08,41342300.0
687,"Jul 12, 2023",189.68,191.7,188.47,189.77,187.32,60750200.0
688,"Jul 11, 2023",189.16,189.3,186.6,188.08,185.65,46638100.0
689,"Jul 10, 2023",189.26,189.99,187.04,188.61,186.17,59922200.0
690,"Jul 7, 2023",191.41,192.67,190.24,190.68,188.22,46815000.0
691,"Jul 6, 2023",189.84,192.02,189.2,191.81,189.33,45094300.0
692,"Jul 5, 2023",191.57,192.98,190.62,191.33,188.86,46920300.0
693,"Jul 3, 2023",193.78,193.88,191.76,192.46,189.97,31458200.0
694,"Jun 30, 2023",191.63,194.48,191.26,193.97,191.46,85213200.0
695,"Jun 29, 2023",189.08,190.07,188.94,189.59,187.14,46347300.0
696,"Jun 28, 2023",187.93,189.9,187.6,189.25,186.81,51216800.0
697,"Jun 27, 2023",185.89,188.39,185.67,188.06,185.63,50730800.0
698,"Jun 26, 2023",186.83,188.05,185.23,185.27,182.88,48088700.0
699,"Jun 23, 2023",185.55,187.56,185.01,186.68,184.27,53117000.0
700,"Jun 22, 2023",183.74,187.05,183.67,187.0,184.58,51245300.0
701,"Jun 21, 2023",184.9,185.41,182.59,183.96,181.58,49515700.0
702,"Jun 20, 2023",184.41,186.1,184.41,185.01,182.62,49799100.0
703,"Jun 16, 2023",186.73,186.99,184.27,184.92,182.53,101256200.0
704,"Jun 15, 2023",183.96,186.52,183.78,186.01,183.61,65433200.0
705,"Jun 14, 2023",183.37,184.39,182.02,183.95,181.57,57462900.0
706,"Jun 13, 2023",182.8,184.15,182.44,183.31,180.94,54929100.0
707,"Jun 12, 2023",181.27,183.89,180.97,183.79,181.42,54274900.0
708,"Jun 9, 2023",181.5,182.23,180.63,180.96,178.62,48900000.0
709,"Jun 8, 2023",177.9,180.84,177.46,180.57,178.24,50214900.0
710,"Jun 7, 2023",178.44,181.21,177.32,177.82,175.52,61944600.0
711,"Jun 6, 2023",179.97,180.12,177.43,179.21,176.9,64848400.0
712,"Jun 5, 2023",182.63,184.95,178.04,179.58,177.26,121946500.0
713,"Jun 2, 2023",181.03,181.78,179.26,180.95,178.61,61996900.0
714,"Jun 1, 2023",177.7,180.12,176.93,180.09,177.76,68901800.0
715,"May 31, 2023",177.33,179.35,176.76,177.25,174.96,99625300.0
716,"May 30, 2023",176.96,178.99,176.57,177.3,175.01,55964400.0
