iter	RMSE
271	0.02636491158
272	0.02620002371
273	0.02608999283
274	0.02593320533
275	0.02578319104
276	0.02564191492
277	0.02551777612
278	0.02539075681
279	0.02524224422
280	0.02516024199
281	0.02501296585
282	0.02482594754
283	0.02472065214
284	0.02452684923
285	0.02437686397
286	0.02424933769
287	0.02411248223
288	0.02400282021
289	0.02394108397
290	0.02380981169
291	0.02364646368
292	0.02353795229
293	0.02342654552
294	0.02331964525
295	0.02321346332
296	0.0230637207
297	0.0229432196
298	0.02288210776
299	0.0227609096
300	0.02258775246
301	0.02250247803
302	0.022406391
303	0.02228820518
304	0.02220212922
305	0.02210040093
306	0.02205646068
307	0.02189151912
308	0.02179221553
309	0.02170553566
310	0.02162393223
311	0.02156864793
312	0.02147633994
313	0.02136129008
314	0.021250018
315	0.02112993568
316	0.02098451693
317	0.02090111591
318	0.02074644573
319	0.02063116065
320	0.02049218763
321	0.02044989207
322	0.02040212831
323	0.0203216753
324	0.02017825443
325	0.02003184187
326	0.01992374262
327	0.01982111972
328	0.01973321014
329	0.01962261628
330	0.01956986248
331	0.01948875427
332	0.01940405682
333	0.0193028065
334	0.01919165499
335	0.01908911421
336	0.0190099973
337	0.01896652167
338	0.01887403321
339	0.01879177252
340	0.01869421314
341	0.01864478839
342	0.01854902343
343	0.01848584361
344	0.01841955924
345	0.0183286459
346	0.01829983805
347	0.01821817436
348	0.01813629536
349	0.01807616657
350	0.0179421189
351	0.017897886
352	0.01783176543
353	0.01772952925
354	0.01763940888
355	0.0175344262
356	0.01743509008
357	0.01736313818
358	0.0172835594
359	0.01718482017
360	0.0171271535
361	0.0170596078
362	0.01693262514
363	0.01685125749
364	0.01673601301
365	0.01665817143
366	0.0165365278
367	0.01649931191
368	0.01646814799
369	0.01639988217
370	0.01631229171
371	0.0161832078
372	0.01610107315
373	0.01601956227
374	0.0160012627
375	0.01597755675
376	0.01588800352
377	0.01580376019
378	0.01573445496
379	0.0156857817
380	0.01564360648
381	0.01554391938
382	0.01546161848
383	0.01535662802
384	0.01527132862
385	0.01517776792
386	0.01510859203
387	0.01502421139
388	0.01497107254
389	0.01494283664
390	0.01482100665
391	0.01472571447
392	0.01462050027
393	0.01453889005
394	0.01444378732
395	0.01439742722
396	0.01432749939
397	0.01423983722
398	0.0141467106
399	0.01404918576
400	0.01396608629
401	0.01391433861
402	0.01385409416
403	0.01380197802
404	0.01371781338
405	0.01363945753
406	0.01356578681
407	0.01354174178
408	0.01349341099
409	0.01342507658
410	0.01335763937
411	0.01328742661
412	0.01322405545
413	0.01316503977
414	0.01308289752
415	0.01300508904
416	0.01292587687
417	0.01283864562
418	0.01279069139
419	0.01272174576
420	0.01263653778
421	0.01256678337
422	0.01249758724
423	0.01248103992
424	0.01241718337
425	0.01234515036
426	0.01227386814
427	0.01221532585
428	0.01212734786
429	0.01206017162
430	0.01198959147
431	0.01191401052
432	0.01186843166
433	0.01179680127
434	0.01172193631
435	0.0116621262
436	0.01160952547
437	0.01155908845
438	0.01154066949
439	0.01152345505
440	0.0114560353
441	0.01140145997
442	0.0113489099
443	0.01128954816
444	0.01122049984
445	0.01116542048
446	0.01108951605
447	0.01104200546
448	0.01096998368
449	0.01090785667
450	0.01088981755
451	0.01084056124
452	0.01079822356
453	0.01071739511
454	0.01065659439
455	0.0106341696
456	0.01056126224
457	0.0105197064
458	0.01046947843
459	0.01045449019
460	0.01037874508
461	0.0103123012
462	0.01026217062
463	0.01020506756
464	0.01014600148
465	0.01009090627
466	0.01005502569
467	0.01000529574
468	0.009957476099
469	0.00989963971
470	0.009870882501
471	0.009821433585
472	0.009772390424
473	0.009710357385
474	0.009676264754
475	0.009622360948
476	0.009585024698
477	0.009535107016
478	0.009499075732
479	0.00945319459
480	0.009391723836
481	0.009342046293
482	0.009331620936
483	0.009294333916
484	0.00926156042
485	0.00919489403
486	0.009147207376
487	0.009095921138
488	0.00904888751
489	0.009025053672
490	0.008976251586
491	0.008926698677
492	0.008883412524
493	0.008829932036
494	0.008808127206
495	0.008759297821
496	0.008711939375
497	0.008693692676
498	0.008669906259
499	0.008624858783
